ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
100309682,Centrio SOHO @ Pantai Hillpark,2010,RM 2 350 per month,Kuala Lumpur - Pantai,Studio,1,1,2,870 sq.ft.,Fully Furnished,"Parking, Minimart, Gymnasium, Sauna, Security, Playground, Lift, Swimming Pool, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100309605,The Elements,2015,RM 1 600 per month,Kuala Lumpur - Ampang,Service Residence,1,1,1,520 sq.ft.,Fully Furnished,"Security, Sauna, Barbeque area, Playground, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100309649,Bayu Tasik 1,1999,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,920 sq.ft.,Partially Furnished,"Security, Minimart, Barbeque area, Swimming Pool, Parking, Gymnasium, Playground",,Kuala Lumpur
100309644,Kenanga Point,,RM 1 800 per month,Kuala Lumpur - Pudu,Condominium,3,1,2,864 sq.ft.,Fully Furnished,"Security, Swimming Pool, Barbeque area, Sauna, Parking, Tennis Court, Gymnasium, Squash Court, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur
100309552,Midah Ria,,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,967 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Barbeque area, Swimming Pool, Minimart",,Kuala Lumpur
100309520,The Haute,2019,RM 2 000 per month,Kuala Lumpur - Keramat,Condominium,3,3,2,1050 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Security, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100309574,The Haute,2019,RM 2 250 per month,Kuala Lumpur - Keramat,Condominium,3,2,2,1050 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Security, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100309570,Nidoz Residences,2019,RM 3 500 per month,Kuala Lumpur - Desa Petaling,Condominium,3,2,2,1400 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Parking, Security, Jogging Track, Swimming Pool, Gymnasium, Lift, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100309420,Sri Ampang Condominium,,RM 1 300 per month,Kuala Lumpur - Ampang,Condominium,4,1,2,1100 sq.ft.,Partially Furnished,"Tennis Court, Squash Court, Minimart, Swimming Pool, Barbeque area, Parking, Security, Gymnasium, Jogging Track, Playground, Sauna",,Kuala Lumpur
100053532,PV18 Residence,,RM 1 600 per month,Kuala Lumpur - Setapak,Service Residence,3,1,2,926 sq.ft.,Partially Furnished,"Lift, Security, Parking, Playground, Minimart, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
100258062,Endah Regal,1995,RM 1 500 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1,2,1141 sq.ft.,Fully Furnished,"Security, Tennis Court, Parking, Swimming Pool, Club house, Gymnasium, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100309250,Icon Residence (Mont Kiara),,RM 3 000 per month,Kuala Lumpur - Solaris Dutamas,Condominium,3,1,2,1474 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Jogging Track","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT",Kuala Lumpur
99862635,Residensi KepongMas,2020,RM 1 100 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,932 sq.ft.,Partially Furnished,Parking,,Kuala Lumpur
99184481,United Point Residence @ North Kiara,2019,RM 1 700 per month,Kuala Lumpur - Kepong,Service Residence,3,2,2,958 sq.ft.,Not Furnished,,,Kuala Lumpur
100308971,Damai Residence @ Sungai Besi,2021,RM 1 650 per month,Kuala Lumpur - KL City,Service Residence,2,,2,695 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Sauna, Gymnasium, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100309061,Changkat View Condominium,2009,RM 1 800 per month,Kuala Lumpur - Solaris Dutamas,Condominium,3,1,2,1000 sq.ft.,Fully Furnished,"Security, Swimming Pool, Sauna, Parking, Minimart, Playground, Gymnasium, Lift, Jogging Track, Barbeque area, Multipurpose hall","Cooking Allowed, Washing Machine",Kuala Lumpur
97893162,Bukit OUG Condominium,,RM 1 500 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,1,2,1222 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Tennis Court, Squash Court, Security, Minimart, Jogging Track, Swimming Pool","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur
99593982,Bam Villa,1996,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1100 sq.ft.,Not Furnished,"Gymnasium, Security, Swimming Pool, Parking, Playground, Barbeque area, Sauna",,Kuala Lumpur
100309030,Residensi Suria Pantai,2020,RM 1 300 per month,Kuala Lumpur - Pantai,Apartment,3,1,2,810 sq.ft.,Not Furnished,"Multipurpose hall, Parking, Security, Playground, Swimming Pool, Minimart, Lift",,Kuala Lumpur
99737498,Vista Komanwel A,,RM 1 600 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,1,2,1206 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100309018,Sentul Point Suite Apartment,2020,RM 1 900 per month,Kuala Lumpur - Sentul,Service Residence,2,1,2,743 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Minimart, Playground, Lift, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100308824,Maxim Citilights,2017,RM 1 700 per month,Kuala Lumpur - Sentul,Service Residence,3,2,2,1009 sq.ft.,Partially Furnished,"Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Security, Lift, Parking","Air-Cond, Cooking Allowed",Kuala Lumpur
100308849,Melur Apartment (Sentul),2006,RM 1 600 per month,Kuala Lumpur - Sentul,Apartment,3,,2,1065 sq.ft.,Fully Furnished,"Minimart, Parking, Security, Lift, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100250216,8 Kinrara,2016,RM 2 700 per month,Kuala Lumpur - Puchong,Service Residence,3,2,2,1096 sq.ft.,Fully Furnished,"Jogging Track, Playground, Gymnasium, Security, Swimming Pool, Lift, Parking, Club house, Barbeque area","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100308683,Vista Angkasa,,RM 1 800 per month,Kuala Lumpur - Bangsar South,Apartment,3,,2,940 sq.ft.,Not Furnished,"Parking, Jogging Track, Security, Minimart, Lift",,Kuala Lumpur
100308680,Menara Sri Cendana,,RM 1 400 per month,Kuala Lumpur - Setiawangsa,Apartment,3,,1,878 sq.ft.,Partially Furnished,"Parking, Lift, Playground",Cooking Allowed,Kuala Lumpur
100308689,Bukit OUG Condominium,,RM 1 500 per month,Kuala Lumpur - Bukit Jalil,Condominium,4,1,2,1465 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Security, Minimart, Playground, Parking, Tennis Court, Squash Court, Jogging Track, Lift, Barbeque area, Sauna, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet, Washing Machine",Kuala Lumpur
100308651,Bukit OUG Condominium,,RM 1 150 per month,Kuala Lumpur - Bukit Jalil,Condominium,2,1,1,750 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Security, Minimart, Playground, Parking, Tennis Court, Squash Court, Jogging Track, Lift, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet, Washing Machine",Kuala Lumpur
100308731,Vista Angkasa,,RM 1 300 per month,Kuala Lumpur - Bangsar South,Apartment,2,1,2,600 sq.ft.,Not Furnished,"Parking, Jogging Track, Security, Minimart, Lift",,Kuala Lumpur
100308548,"Apartment Taman Kuchai Jaya, Walking distance to Sekolah Seri Sentosa & Seri setia",,RM 850 per month,Kuala Lumpur - Kuchai Lama,Apartment,2,,2,600 sq.ft.,Not Furnished,Minimart,Cooking Allowed,Kuala Lumpur
100308623,Sri Lempah,,RM 700 per month,Kuala Lumpur - Old Klang Road,Flat,2,,1,600 sq.ft.,Not Furnished,Parking,,Kuala Lumpur
100308619,Aster Green Residence,2022,RM 1 700 per month,Kuala Lumpur - Sri Petaling,Service Residence,3,,2,900 sq.ft.,Partially Furnished,"Barbeque area, Parking, Multipurpose hall, Security, Swimming Pool, Playground, Lift","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100308519,Putra Ria Apartment,,RM 1 700 per month,Kuala Lumpur - Bangsar,Apartment,3,1,2,700 sq.ft.,Not Furnished,"Security, Parking, Minimart, Jogging Track, Playground, Lift",,Kuala Lumpur
100308488,Wangsa Metroview,2005,RM 1 400 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1150 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Minimart, Gymnasium, Playground, Barbeque area, Security",,Kuala Lumpur
100308372,Serini Melawati,2018,RM 3 000 per month,Kuala Lumpur - Taman Melawati,Service Residence,3,,2,1376 sq.ft.,Fully Furnished,"Security, Parking, Minimart, Swimming Pool, Playground, Gymnasium",,Kuala Lumpur
100308167,PV9 Residences @ Taman Melati,2022,RM 2 200 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100308186,PV9 Residences @ Taman Melati,2022,RM 2 800 per month,Kuala Lumpur - Setapak,Condominium,4,3,2,1100 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100308268,PV9 Residences @ Taman Melati,2022,RM 2 100 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100308266,Residensi Alam Damai (PR1MA @ Alam Damai),,RM 1 300 per month,Kuala Lumpur - Cheras,Apartment,3,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100308105,Casa Green (Bukit Jalil),,RM 2 000 per month,Kuala Lumpur - Bukit Jalil,Condominium,4,1,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99495003,Prima Setapak Flat,,RM 900 per month,Kuala Lumpur - Setapak,Flat,2,,1,700 sq.ft.,Not Furnished,,,Kuala Lumpur
100307777,Platinum OUG Residence,2021,RM 1 800 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1200 sq.ft.,Fully Furnished,"Lift, Security, Playground, Gymnasium, Parking, Swimming Pool, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
98877542,,,RM 1 250 per month,Kuala Lumpur - Ampang,Condominium,3,,2,950 sq.ft.,Partially Furnished,,,Kuala Lumpur
100236506,Maxim Residences,2017,RM 1 000 per month,Kuala Lumpur - Cheras,Service Residence,1,,1,750 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Security","Air-Cond, Cooking Allowed",Kuala Lumpur
100307719,Southbank Residence,2017,RM 1 800 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,1,2,953 sq.ft.,Partially Furnished,"Multipurpose hall, Swimming Pool, Security, Gymnasium, Jogging Track, Barbeque area, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100307706,Platinum OUG Residence,2021,RM 1 800 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1200 sq.ft.,Fully Furnished,"Gymnasium, Lift, Security, Playground, Parking, Swimming Pool, Sauna, Minimart, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100307697,Vivo Residential @ 9 Seputeh,2018,RM 1 500 per month,Kuala Lumpur - Seputeh,Studio,1,1,1,505 sq.ft.,Fully Furnished,"Tennis Court, Barbeque area, Sauna, Swimming Pool, Jogging Track, Security, Gymnasium, Multipurpose hall, Playground, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100307684,Impiana Sky Residensi,2021,RM 1 300 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,850 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Parking, Security, Gymnasium, Lift, Swimming Pool, Barbeque area, Sauna, Minimart, Jogging Track",,Kuala Lumpur
99331807,The Reach @ Titiwangsa,2017,RM 2 500 per month,Kuala Lumpur - Setapak,Condominium,3,2,3,1433 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Gymnasium, Squash Court, Lift, Playground, Sauna, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Barbeque area","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100307549,One Residences,,RM 3 300 per month,Kuala Lumpur - Sungai Besi,Service Residence,3,1,4,1250 sq.ft.,Fully Furnished,"Multipurpose hall, Minimart, Gymnasium, Security, Swimming Pool, Sauna, Playground, Barbeque area, Parking, Lift, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100307538,Enesta,2021,RM 1 800 per month,Kuala Lumpur - Kepong,Apartment,3,,2,978 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed, Internet, Washing Machine",Kuala Lumpur
99310809,,,RM 2 000 per month,Kuala Lumpur - Ampang,Service Residence,2,,2,950 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Playground, Multipurpose hall, Security, Swimming Pool, Gymnasium, Sauna",,Kuala Lumpur
96631980,,,RM 2 400 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,,2,1410 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Security, Gymnasium",,Kuala Lumpur
99777385,Skyville @ Benteng 8,,RM 2 600 per month,Kuala Lumpur - Old Klang Road,Service Residence,2,1,3,1108 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Lift, Security, Barbeque area, Swimming Pool, Minimart, Multipurpose hall","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
100307403,Heritage Condominiun,,RM 1 200 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1300 sq.ft.,Partially Furnished,"Sauna, Tennis Court, Squash Court, Barbeque area, Club house, Minimart",Air-Cond,Kuala Lumpur
100307394,Vista Angkasa,,RM 1 400 per month,Kuala Lumpur - Bangsar South,Apartment,3,,2,750 sq.ft.,Not Furnished,"Minimart, Jogging Track, Parking, Security, Lift, Playground",,Kuala Lumpur
100307462,Casa Green (Bukit Jalil),,RM 1 800 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,,2,825 sq.ft.,Fully Furnished,"Parking, Lift, Playground, Swimming Pool, Security, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100307425,Sri Impian (Brickfields),,RM 3 200 per month,Kuala Lumpur - Brickfields,Condominium,3,1,2,1500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Squash Court, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100307422,Majestic Maxim,2021,RM 600 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,850 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Jogging Track, Lift, Parking, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
99143617,,,RM 1 250 per month,Kuala Lumpur - Cheras,Condominium,2,1,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100307365,FLAT SENTUL UTAMA,,RM 900 per month,Kuala Lumpur - Sentul,Flat,3,,1,678 sq.ft.,Not Furnished,"Lift, Playground, Minimart, Multipurpose hall",Near KTM/LRT,Kuala Lumpur
100307252,Residensi Seri Wahyu @ Jalan Kuching KL,,RM 1 300 per month,Kuala Lumpur - KL City,Apartment,3,1,2,805 sq.ft.,Partially Furnished,"Security, Jogging Track, Parking, Squash Court, Lift, Playground, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99630862,Diamond Residences,2009,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1100 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Club house, Security, Barbeque area, Sauna, Swimming Pool, Gymnasium, Jogging Track, Minimart, Parking, Squash Court",,Kuala Lumpur
100307233,Suasana Sentral Loft,2008,RM 3 800 per month,Kuala Lumpur - KL Sentral,Condominium,3,,2,1500 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Security, Gymnasium, Sauna, Minimart, Lift, Multipurpose hall, Playground, Jogging Track, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Internet, Near KTM/LRT, Washing Machine",Kuala Lumpur
100307230,Residensi Jalilmas,,RM 1 200 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,,2,800 sq.ft.,Partially Furnished,"Minimart, Parking, Multipurpose hall, Security","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
99969523,Twin Arkz,2015,RM 3 000 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1170 sq.ft.,Fully Furnished,"Playground, Tennis Court, Barbeque area, Parking, Swimming Pool, Squash Court, Jogging Track, Multipurpose hall, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100222834,Kenari Apartment (Taman Melati),,RM 1 200 per month,Kuala Lumpur - Setapak,Apartment,3,,2,900 sq.ft.,Not Furnished,,,Kuala Lumpur
98049852,Angkasa Condominiums,2005,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,950 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100306498,Menara Sri Cendana,,RM 1 500 per month,Kuala Lumpur - Setiawangsa,Apartment,3,1,1,878 sq.ft.,Partially Furnished,"Parking, Lift",,Kuala Lumpur
100306502,Baiduri Apartment (Desa Pandan),,RM 1 399 per month,Kuala Lumpur - Desa Pandan,Apartment,3,1,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Playground, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
100306630,Residensi Gombak 126,2016,RM 1 450 per month,Kuala Lumpur - Setapak,Service Residence,3,1,2,923 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Multipurpose hall, Gymnasium, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur
95382974,,,RM 2 500 per month,Kuala Lumpur - Titiwangsa,Condominium,3,1,2,1600 sq.ft.,Partially Furnished,"Security, Minimart, Playground, Parking, Lift, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
100306420,Sri Penara,,RM 900 per month,Kuala Lumpur - Cheras,Apartment,3,,2,650 sq.ft.,Not Furnished,"Parking, Playground, Minimart",Near KTM/LRT,Kuala Lumpur
100289331,Residensi Vista Wirajaya,,RM 1 800 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,880 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99326172,South View,2017,RM 1 999 per month,Kuala Lumpur - Bangsar South,Service Residence,2,1,1,648 sq.ft.,Partially Furnished,"Swimming Pool, Barbeque area, Multipurpose hall, Security, Parking, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100306316,Ativo Suites @ Damansara Avenue,2021,RM 2 200 per month,Kuala Lumpur - Sri Damansara,Condominium,1,1,1,499 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Club house, Security, Gymnasium, Tennis Court, Squash Court, Lift, Parking, Minimart, Playground",,Kuala Lumpur
99788070,Wangsa Metroview,2005,RM 1 700 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1150 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Minimart, Gymnasium, Barbeque area, Security, Lift","Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur
100306060,Ativo Suites @ Damansara Avenue,2021,RM 2 200 per month,Kuala Lumpur - Sri Damansara,Condominium,1,1,1,499 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Club house, Security, Gymnasium, Tennis Court, Squash Court, Lift, Parking, Minimart, Playground",,Kuala Lumpur
100306246,Sofiya Residences,,RM 1 600 per month,Kuala Lumpur - Desa ParkCity,Condominium,3,1,2,862 sq.ft.,Partially Furnished,"Security, Playground, Lift, Gymnasium, Multipurpose hall, Parking, Jogging Track","Washing Machine, Air-Cond, Cooking Allowed",Kuala Lumpur
99269113,,,RM 2 300 per month,Kuala Lumpur - Segambut,Service Residence,2,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Sauna, Barbeque area, Club house, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99269115,,,RM 4 000 per month,Kuala Lumpur - KLCC,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,"Parking, Gymnasium, Barbeque area, Security, Minimart, Swimming Pool, Club house, Playground, Lift, Sauna, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100047392,Majestic Maxim,2021,RM 1 500 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,650 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Barbeque area, Jogging Track, Lift, Parking, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
99243666,,,RM 950 per month,Kuala Lumpur - Ampang,Flat,2,,1,505 sq.ft.,Partially Furnished,,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100172761,Maxim Citilights,2017,RM 1 400 per month,Kuala Lumpur - Sentul,Service Residence,3,2,2,1009 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Security, Lift, Parking",Cooking Allowed,Kuala Lumpur
100289333,Platinum Teratai Residence,2019,RM 1 800 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,930 sq.ft.,Partially Furnished,"Security, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Parking",Cooking Allowed,Kuala Lumpur
100305528,Verve Suites (Sri Hartamas),2012,RM 1 650 per month,Kuala Lumpur - Sri Hartamas,Service Residence,1,1,1,500 sq.ft.,Fully Furnished,,,Kuala Lumpur
100305568,Residensi Gombak 126,2016,RM 1 180 per month,Kuala Lumpur - Setapak,Service Residence,2,1,2,558 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Multipurpose hall, Security, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
100305685,The Pearl (Pearl Point),,RM 1 200 per month,Kuala Lumpur - Old Klang Road,Condominium,2,1,2,840 sq.ft.,Fully Furnished,"Sauna, Playground, Parking, Security, Minimart, Swimming Pool, Gymnasium",,Kuala Lumpur
100305158,Kiara Designer Suites,2007,RM 2 550 per month,Kuala Lumpur - Mont Kiara,Condominium,3,1,2,1050 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground",,Kuala Lumpur
100305384,Pangsapuri Cemara (Cheras),2002,RM 1 200 per month,Kuala Lumpur - Cheras,Apartment,3,,2,740 sq.ft.,Partially Furnished,"Swimming Pool, Minimart, Security, Parking, Lift, Playground, Multipurpose hall","Air-Cond, Near KTM/LRT",Kuala Lumpur
100305380,Icon Residence (Mont Kiara),,RM 2 600 per month,Kuala Lumpur - Solaris Dutamas,Condominium,2,1,3,1474 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100305354,Pangsapuri Seroja,,RM 750 per month,Kuala Lumpur - Jinjang,Apartment,3,1,2,904 sq.ft.,Not Furnished,,,Kuala Lumpur
100305289,Arte Mont Kiara,,RM 3 000 per month,Kuala Lumpur - Mont Kiara,Service Residence,2,2,2,886 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100305123,Menara Alpha,,RM 1 400 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1140 sq.ft.,Not Furnished,"Parking, Gymnasium, Playground, Swimming Pool, Security, Minimart",,Kuala Lumpur
100304843,Ativo Suites @ Damansara Avenue,2021,RM 2 200 per month,Kuala Lumpur - Sri Damansara,Condominium,1,1,1,499 sq.ft.,Fully Furnished,"Club house, Security, Playground, Swimming Pool, Gymnasium, Squash Court, Lift, Minimart, Tennis Court, Parking, Sauna",,Kuala Lumpur
100305042,Kenari Apartment (Taman Melati),,RM 1 650 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,850 sq.ft.,Fully Furnished,,,Kuala Lumpur
100304772,Regalia Residence,2012,RM 2 000 per month,Kuala Lumpur - Jalan Sultan Ismail,Service Residence,1,1,1,800 sq.ft.,Fully Furnished,"Squash Court, Swimming Pool, Playground, Parking, Gymnasium, Lift, Multipurpose hall, Security, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100304994,Lakeville Residence,2017,RM 2 600 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2,2,1359 sq.ft.,Fully Furnished,,,Kuala Lumpur
97808952,PPA1M Metropolitan Kepong,2018,RM 1 200 per month,Kuala Lumpur - Kepong,Condominium,4,1,2,1100 sq.ft.,Partially Furnished,"Parking, Lift","Cooking Allowed, Washing Machine",Kuala Lumpur
